Sample_Name	Sample_ID	Cruise_Series	GEOTRACES_Section	Cruise_ID	Cruise_Station	Collection_Date	Collection_Year	Collection_Month	Collection_Time	Depth	Env_Biome	Env_Feature	Env_Material	Geo_Loc_Name	Latitude_Longitude	Latitude	Longitude	Bottle_ID	NCBI_BioPrj	NCBI_SRA_Study	NCBI_BioSample	NCBI_SRA_Acc	Total_Read_Pairs	Total_Bases	NCBI_SRA_Accession_Contigs	Assembly_Method	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus	TotalCnt
SRZ187206	S0001	GEOTRACES	GA02	PE319	10	5/10/2010	2010	5	12:13:00	10.0	ocean_biome	ocean	water	Atlantic Ocean	49.7225 N 42.4467 W	49.7225	-42.4467	631397	PRJNA385854	SRP110813	SAMN07136483	SRR5788236	20058749	6017624700	SRZ187206	metaSPAdes v3.9.0	17.810218978102192	6.2773722627737225	36.2043795620438	35.91240875912409	3.7956204379562037	1370.0
SRZ187207	S0002	GEOTRACES	GA02	PE319	10	5/10/2010	2010	5	12:13:00	50.0	ocean_biome	ocean	water	Atlantic Ocean	49.7225 N 42.4467 W	49.7225	-42.4467	631391	PRJNA385854	SRP110813	SAMN07136484	SRR5788235	29418997	8825699100	SRZ187207	metaSPAdes v3.9.0	9.067579127459368	4.533789563729684	31.945632544434943	47.75211481798309	6.700883946392929	10521.0
SRZ187208	S0003	GEOTRACES	GA02	PE319	10	5/10/2010	2010	5	12:13:00	75.0	ocean_biome	ocean	water	Atlantic Ocean	49.7225 N 42.4467 W	49.7225	-42.4467	631388	PRJNA385854	SRP110813	SAMN07136485	SRR5788238	28686315	8605894500	SRZ187208	metaSPAdes v3.9.0	7.2012456208641495	3.999610743479953	33.943168548073174	47.92720903075126	6.928766056831452	10276.0
SRZ187209	S0004	GEOTRACES	GA02	PE319	10	5/10/2010	2010	5	12:13:00	101.0	ocean_biome	ocean	water	Atlantic Ocean	49.7225 N 42.4467 W	49.7225	-42.4467	631385	PRJNA385854	SRP110813	SAMN07136486	SRR5788237	30938631	9281589300	SRZ187209	metaSPAdes v3.9.0	11.231512666569042	7.131351588812418	30.16547078635232	42.099868209108216	9.371796749158003	6829.0
SRZ187210	S0005	GEOTRACES	GA02	PE319	10	5/10/2010	2010	5	12:13:00	152.0	ocean_biome	ocean	water	Atlantic Ocean	49.7225 N 42.4467 W	49.7225	-42.4467	631382	PRJNA385854	SRP110813	SAMN07136487	SRR5788232	25991174	7797352200	SRZ187210	metaSPAdes v3.9.0	8.922018348623851	6.066513761467889	35.90596330275229	41.20412844036697	7.901376146788992	8720.0
SRZ187211	S0006	GEOTRACES	GA02	PE319	10	5/10/2010	2010	5	12:13:00	199.0	ocean_biome	ocean	water	Atlantic Ocean	49.7225 N 42.4467 W	49.7225	-42.4467	631379	PRJNA385854	SRP110813	SAMN07136488	SRR5788231	21561486	6468445800	SRZ187211	metaSPAdes v3.9.0	9.250398724082936	6.926406926406926	31.12326270221007	44.29254955570745	8.407382091592616	4389.0
SRZ187212	S0008	GEOTRACES	GA02	PE319	12	5/12/2010	2010	5	20:39:00	10.0	ocean_biome	ocean	water	Atlantic Ocean	46.312 N 39.658 W	46.312	-39.658	631829	PRJNA385854	SRP110813	SAMN07136489	SRR5788234	25267615	7580284500	SRZ187212	metaSPAdes v3.9.0	27.350294756438103	6.4846416382252565	22.680732237046232	37.728824076946935	5.755507291343468	6446.0
SRZ187213	S0009	GEOTRACES	GA02	PE319	12	5/12/2010	2010	5	20:39:00	49.0	ocean_biome	ocean	water	Atlantic Ocean	46.312 N 39.658 W	46.312	-39.658	631823	PRJNA385854	SRP110813	SAMN07136490	SRR5788233	26551896	7965568800	SRZ187213	metaSPAdes v3.9.0	26.38981915606162	8.724045545880777	22.404554588077694	34.51105157401206	7.970529135967849	5972.0
SRZ187214	S0010	GEOTRACES	GA02	PE319	12	5/12/2010	2010	5	20:39:00	73.0	ocean_biome	ocean	water	Atlantic Ocean	46.312 N 39.658 W	46.312	-39.658	631820	PRJNA385854	SRP110813	SAMN07136491	SRR5788230	25920948	7776284400	SRZ187214	metaSPAdes v3.9.0	27.47906566769502	7.3049801674746595	24.063464081092988	34.73997355663288	6.412516527104452	9076.0
SRZ187215	S0011	GEOTRACES	GA02	PE319	12	5/12/2010	2010	5	20:39:00	100.0	ocean_biome	ocean	water	Atlantic Ocean	46.312 N 39.658 W	46.312	-39.658	631817	PRJNA385854	SRP110813	SAMN07136492	SRR5788229	33506457	10051937100	SRZ187215	metaSPAdes v3.9.0	24.88870902468636	5.8518818292189385	25.68191015783084	36.43868878996358	7.138810198300281	12355.0
