Sample_Name	Sample_ID	Cruise_Series	GEOTRACES_Section	Cruise_ID	Cruise_Station	Collection_Date	Collection_Year	Collection_Month	Collection_Time	Depth	Env_Biome	Env_Feature	Env_Material	Geo_Loc_Name	Latitude_Longitude	Latitude	Longitude	Bottle_ID	NCBI_BioPrj	NCBI_SRA_Study	NCBI_BioSample	NCBI_SRA_Acc	Total_Read_Pairs	Total_Bases	NCBI_SRA_Accession_Contigs	Assembly_Method	Eukaryote	EukaryoteVirus	Plasmid	Prokaryote	ProkaryoteVirus	TotalCnt
SRZ187206	S0001	GEOTRACES	GA02	PE319	10	5/10/2010	2010	5	12:13:00	10.0	ocean_biome	ocean	water	Atlantic Ocean	49.7225 N 42.4467 W	49.7225	-42.4467	631397	PRJNA385854	SRP110813	SAMN07136483	SRR5788236	17966852	6017624700	SRZ187206	metaSPAdes v3.9.0	23.334317559861788	8.920326416881943	29.57897386553887	31.024399013838124	7.141983143879276	7853883
SRZ187207	S0002	GEOTRACES	GA02	PE319	10	5/10/2010	2010	5	12:13:00	50.0	ocean_biome	ocean	water	Atlantic Ocean	49.7225 N 42.4467 W	49.7225	-42.4467	631391	PRJNA385854	SRP110813	SAMN07136484	SRR5788235	27207447	8825699100	SRZ187207	metaSPAdes v3.9.0	14.138538456859546	6.57911105517428	27.507293447496238	42.35024369189993	9.424813348570009	24726304
SRZ187208	S0003	GEOTRACES	GA02	PE319	10	5/10/2010	2010	5	12:13:00	75.0	ocean_biome	ocean	water	Atlantic Ocean	49.7225 N 42.4467 W	49.7225	-42.4467	631388	PRJNA385854	SRP110813	SAMN07136485	SRR5788238	26411928	8605894500	SRZ187208	metaSPAdes v3.9.0	10.854895585120012	4.4165240568912445	28.18706585896593	45.84940142164847	10.692113077374332	25607174
SRZ187209	S0004	GEOTRACES	GA02	PE319	10	5/10/2010	2010	5	12:13:00	101.0	ocean_biome	ocean	water	Atlantic Ocean	49.7225 N 42.4467 W	49.7225	-42.4467	631385	PRJNA385854	SRP110813	SAMN07136486	SRR5788237	27920201	9281589300	SRZ187209	metaSPAdes v3.9.0	14.831904324826526	5.520701096565551	24.677167934952177	43.63109631202568	11.339130331630056	27650057
SRZ187210	S0005	GEOTRACES	GA02	PE319	10	5/10/2010	2010	5	12:13:00	152.0	ocean_biome	ocean	water	Atlantic Ocean	49.7225 N 42.4467 W	49.7225	-42.4467	631382	PRJNA385854	SRP110813	SAMN07136487	SRR5788232	24381370	7797352200	SRZ187210	metaSPAdes v3.9.0	13.65273597040366	5.686562523661825	28.6864673909878	39.46032593064301	12.513908184303698	21632946
SRZ187211	S0006	GEOTRACES	GA02	PE319	10	5/10/2010	2010	5	12:13:00	199.0	ocean_biome	ocean	water	Atlantic Ocean	49.7225 N 42.4467 W	49.7225	-42.4467	631379	PRJNA385854	SRP110813	SAMN07136488	SRR5788231	19807370	6468445800	SRZ187211	metaSPAdes v3.9.0	12.506193170811539	6.830715805110133	29.12185278246405	37.521717132240376	14.019521109373901	14469567
SRZ187212	S0008	GEOTRACES	GA02	PE319	12	5/12/2010	2010	5	20:39:00	10.0	ocean_biome	ocean	water	Atlantic Ocean	46.312 N 39.658 W	46.312	-39.658	631829	PRJNA385854	SRP110813	SAMN07136489	SRR5788234	22399107	7580284500	SRZ187212	metaSPAdes v3.9.0	32.78892693751498	7.629473364306394	21.651471928385266	30.52515134609868	7.404976423694677	16478621
SRZ187213	S0009	GEOTRACES	GA02	PE319	12	5/12/2010	2010	5	20:39:00	49.0	ocean_biome	ocean	water	Atlantic Ocean	46.312 N 39.658 W	46.312	-39.658	631823	PRJNA385854	SRP110813	SAMN07136490	SRR5788233	24549300	7965568800	SRZ187213	metaSPAdes v3.9.0	18.824809886860923	12.564883512863538	24.82281519923266	32.54507392866927	11.242417472373607	19229076
SRZ187214	S0010	GEOTRACES	GA02	PE319	12	5/12/2010	2010	5	20:39:00	73.0	ocean_biome	ocean	water	Atlantic Ocean	46.312 N 39.658 W	46.312	-39.658	631820	PRJNA385854	SRP110813	SAMN07136491	SRR5788230	23735856	7776284400	SRZ187214	metaSPAdes v3.9.0	20.709745274667824	9.623089486097411	23.303986453542706	35.6744317024155	10.688747083276564	20294605
SRZ187215	S0011	GEOTRACES	GA02	PE319	12	5/12/2010	2010	5	20:39:00	100.0	ocean_biome	ocean	water	Atlantic Ocean	46.312 N 39.658 W	46.312	-39.658	631817	PRJNA385854	SRP110813	SAMN07136492	SRR5788229	30342713	10051937100	SRZ187215	metaSPAdes v3.9.0	18.564763480383185	5.368071774555252	25.35042947355156	41.017704973356864	9.69903029815314	29773894
SRZ187216	S0012	GEOTRACES	GA02	PE319	12	5/12/2010	2010	5	20:39:00	153.0	ocean_biome	ocean	water	Atlantic Ocean	46.312 N 39.658 W	46.312	-39.658	631814	PRJNA385854	SRP110813	SAMN07136493	SRR5788436	23790677	7790244000	SRZ187216	metaSPAdes v3.9.0	18.03579819788304	6.62576656822668	26.39865331931918	38.04082346595073	10.89895844862036	21061563
SRZ187217	S0013	GEOTRACES	GA02	PE319	12	5/12/2010	2010	5	20:39:00	198.0	ocean_biome	ocean	water	Atlantic Ocean	46.312 N 39.658 W	46.312	-39.658	631811	PRJNA385854	SRP110813	SAMN07136494	SRR5788435	26284494	8597268600	SRZ187217	metaSPAdes v3.9.0	18.332357594933164	6.957017032670463	26.492495682631912	36.10445726348668	12.113672426277779	22326681
SRZ187218	S0015	GEOTRACES	GA02	PE319	16	5/20/2010	2010	5	13:30:00	8.0	ocean_biome	ocean	water	Atlantic Ocean	36.2067 N 53.2681 W	36.2067	-53.2681	632891	PRJNA385854	SRP110813	SAMN07136495	SRR5788434	22205216	7279524600	SRZ187218	metaSPAdes v3.9.0	12.633448000619767	3.7385595957779536	30.591352214364058	45.31547417354664	7.7211660156915825	23789697
SRZ187219	S0016	GEOTRACES	GA02	PE319	16	5/20/2010	2010	5	13:30:00	50.0	ocean_biome	ocean	water	Atlantic Ocean	36.2067 N 53.2681 W	36.2067	-53.2681	632885	PRJNA385854	SRP110813	SAMN07136496	SRR5788433	22430771	7396835400	SRZ187219	metaSPAdes v3.9.0	14.310533895343445	5.511346929028152	26.781261502276607	43.94127257236053	9.455585100991268	21506612
SRZ187220	S0017	GEOTRACES	GA02	PE319	16	5/20/2010	2010	5	13:30:00	74.0	ocean_biome	ocean	water	Atlantic Ocean	36.2067 N 53.2681 W	36.2067	-53.2681	632882	PRJNA385854	SRP110813	SAMN07136497	SRR5788432	21508977	6921581400	SRZ187220	metaSPAdes v3.9.0	15.880139798858211	7.712853074708492	28.894414225007488	34.962738444421525	12.549854457004285	12477069
SRZ187221	S0018	GEOTRACES	GA02	PE319	16	5/20/2010	2010	5	13:30:00	102.0	ocean_biome	ocean	water	Atlantic Ocean	36.2067 N 53.2681 W	36.2067	-53.2681	632879	PRJNA385854	SRP110813	SAMN07136498	SRR5788431	19896675	6401305800	SRZ187221	metaSPAdes v3.9.0	14.517492934992553	8.596253279232421	31.658173515537246	31.71619157116716	13.511888699070614	11094822
SRZ187222	S0019	GEOTRACES	GA02	PE319	16	5/20/2010	2010	5	13:30:00	151.0	ocean_biome	ocean	water	Atlantic Ocean	36.2067 N 53.2681 W	36.2067	-53.2681	632876	PRJNA385854	SRP110813	SAMN07136499	SRR5788430	22960807	7400771100	SRZ187222	metaSPAdes v3.9.0	15.902253775830744	8.41666707003279	30.247768834260768	32.421146411062985	13.012163908812713	14668229
SRZ187223	S0020	GEOTRACES	GA02	PE319	16	5/20/2010	2010	5	13:30:00	199.0	ocean_biome	ocean	water	Atlantic Ocean	36.2067 N 53.2681 W	36.2067	-53.2681	632873	PRJNA385854	SRP110813	SAMN07136500	SRR5788429	15287975	5144292900	SRZ187223	metaSPAdes v3.9.0	16.787568444811413	9.875268159610886	27.604595086625586	30.387032600122126	15.345535708829985	7691781
SRZ187224	S0021	GEOTRACES	GA02	PE319	15	5/18/2010	2010	5	13:22:00	10.0	ocean_biome	ocean	water	Atlantic Ocean	37.5673 N 50.6855 W	37.5673	-50.6855	632459	PRJNA385854	SRP110813	SAMN07136501	SRR5788428	21463549	7060147500	SRZ187224	metaSPAdes v3.9.0	17.424962393384558	10.54333719881135	25.69510412548565	34.58482457001353	11.75177171230491	14334579
SRZ187225	S0022	GEOTRACES	GA02	PE319	15	5/18/2010	2010	5	13:22:00	52.0	ocean_biome	ocean	water	Atlantic Ocean	37.5673 N 50.6855 W	37.5673	-50.6855	632453	PRJNA385854	SRP110813	SAMN07136502	SRR5788427	21377524	7120691400	SRZ187225	metaSPAdes v3.9.0	16.098910751867173	7.510374916762179	27.935598612476035	37.064200850322386	11.390914868572233	13438903
SRZ187226	S0023	GEOTRACES	GA02	PE319	15	5/18/2010	2010	5	13:22:00	75.0	ocean_biome	ocean	water	Atlantic Ocean	37.5673 N 50.6855 W	37.5673	-50.6855	632450	PRJNA385854	SRP110813	SAMN07136503	SRR5788371	21312900	6926823000	SRZ187226	metaSPAdes v3.9.0	15.349637819592258	6.072674548822551	28.589018120877878	39.24239210343946	10.746277407267849	15180280
SRZ187227	S0024	GEOTRACES	GA02	PE319	15	5/18/2010	2010	5	13:22:00	103.0	ocean_biome	ocean	water	Atlantic Ocean	37.5673 N 50.6855 W	37.5673	-50.6855	632447	PRJNA385854	SRP110813	SAMN07136504	SRR5788372	21880064	7267221600	SRZ187227	metaSPAdes v3.9.0	12.901355860586259	7.900513658407375	33.7084979122912	32.68404628338505	12.805586285330124	13541879
SRZ187228	S0025	GEOTRACES	GA02	PE319	15	5/18/2010	2010	5	13:22:00	151.0	ocean_biome	ocean	water	Atlantic Ocean	37.5673 N 50.6855 W	37.5673	-50.6855	632444	PRJNA385854	SRP110813	SAMN07136505	SRR5788369	23965488	7833915000	SRZ187228	metaSPAdes v3.9.0	13.828259523081947	9.411478652169603	27.736401735057054	35.32218098703511	13.701679102656279	14238379
SRZ187229	S0026	GEOTRACES	GA02	PE319	15	5/18/2010	2010	5	13:22:00	201.0	ocean_biome	ocean	water	Atlantic Ocean	37.5673 N 50.6855 W	37.5673	-50.6855	632441	PRJNA385854	SRP110813	SAMN07136506	SRR5788370	22568912	7397115600	SRZ187229	metaSPAdes v3.9.0	11.781331329180205	5.832010295349861	24.28595877003758	47.92959433947932	10.171105265953033	15402682
SRZ187230	S0027	GEOTRACES	GA02	PE319	17	5/21/2010	2010	5	13:30:00	10.0	ocean_biome	ocean	water	Atlantic Ocean	34.3277 N 55.4316 W	34.3277	-55.4316	632129	PRJNA385854	SRP110813	SAMN07136507	SRR5788367	43539835	15299699700	SRZ187230	metaSPAdes v3.9.0	24.11869994125081	5.144689336556144	26.19091093362336	36.62113420684362	7.924565581726067	28150174
SRZ187231	S0028	GEOTRACES	GA02	PE319	17	5/21/2010	2010	5	13:30:00	50.0	ocean_biome	ocean	water	Atlantic Ocean	34.3277 N 55.4316 W	34.3277	-55.4316	632123	PRJNA385854	SRP110813	SAMN07136508	SRR5788368	26365016	8737318500	SRZ187231	metaSPAdes v3.9.0	25.451807572340368	16.591130825185637	23.494003896543713	24.44217941928252	10.020878286647763	19733899
SRZ187232	S0029	GEOTRACES	GA02	PE319	17	5/21/2010	2010	5	13:30:00	77.0	ocean_biome	ocean	water	Atlantic Ocean	34.3277 N 55.4316 W	34.3277	-55.4316	632120	PRJNA385854	SRP110813	SAMN07136509	SRR5788365	33769311	10835640300	SRZ187232	metaSPAdes v3.9.0	18.356274220363694	6.089156779710843	27.32653456294439	35.166437557832914	13.061596879148155	28829821
SRZ187233	S0030	GEOTRACES	GA02	PE319	17	5/21/2010	2010	5	13:30:00	103.0	ocean_biome	ocean	water	Atlantic Ocean	34.3277 N 55.4316 W	34.3277	-55.4316	632117	PRJNA385854	SRP110813	SAMN07136510	SRR5788366	25538774	8325275100	SRZ187233	metaSPAdes v3.9.0	18.533032023659533	7.92057362618879	27.403469949334212	34.32332035595293	11.81960404486454	17812018
SRZ187234	S0031	GEOTRACES	GA02	PE319	17	5/21/2010	2010	5	13:30:00	152.0	ocean_biome	ocean	water	Atlantic Ocean	34.3277 N 55.4316 W	34.3277	-55.4316	632114	PRJNA385854	SRP110813	SAMN07136511	SRR5788373	29867909	9578617800	SRZ187234	metaSPAdes v3.9.0	15.409411527472749	5.857939624363028	27.706401029221897	42.60279634911011	8.42345146983221	26461932
SRZ187235	S0032	GEOTRACES	GA02	PE319	17	5/21/2010	2010	5	13:30:00	199.0	ocean_biome	ocean	water	Atlantic Ocean	34.3277 N 55.4316 W	34.3277	-55.4316	632111	PRJNA385854	SRP110813	SAMN07136512	SRR5788374	27667557	9008855400	SRZ187235	metaSPAdes v3.9.0	15.003839553868652	6.630688746424504	26.56714825456861	42.76585119563581	9.032472249502424	22850311
SRZ187236	S0033	GEOTRACES	GA02	PE321	33	6/26/2010	2010	6	12:25:00	9.0	ocean_biome	ocean	water	Atlantic Ocean	13.1623 N 53.4215 W	13.1623	-53.4215	636587	PRJNA385854	SRP110813	SAMN07136513	SRR5788197	21297966	6915210300	SRZ187236	metaSPAdes v3.9.0	11.577589647933006	12.627736070651359	15.324746270986298	14.786207798720893	45.68372021170845	12506256
SRZ187237	S0034	GEOTRACES	GA02	PE321	33	6/26/2010	2010	6	12:25:00	75.0	ocean_biome	ocean	water	Atlantic Ocean	13.1623 N 53.4215 W	13.1623	-53.4215	636578	PRJNA385854	SRP110813	SAMN07136514	SRR5788196	23737528	7900586100	SRZ187237	metaSPAdes v3.9.0	13.225029185256536	9.681621423307108	28.00100924918213	25.52608004895215	23.566260093302073	12341848
SRZ187238	S0035	GEOTRACES	GA02	PE321	33	6/26/2010	2010	6	12:25:00	99.0	ocean_biome	ocean	water	Atlantic Ocean	13.1623 N 53.4215 W	13.1623	-53.4215	636575	PRJNA385854	SRP110813	SAMN07136515	SRR5788199	25080688	8234209200	SRZ187238	metaSPAdes v3.9.0	9.827243522968471	9.125962395658755	29.434690731107324	28.487078544100985	23.125024806164465	14966038
SRZ187239	S0036	GEOTRACES	GA02	PE321	33	6/26/2010	2010	6	12:25:00	150.0	ocean_biome	ocean	water	Atlantic Ocean	13.1623 N 53.4215 W	13.1623	-53.4215	636572	PRJNA385854	SRP110813	SAMN07136516	SRR5788198	24235382	8025260400	SRZ187239	metaSPAdes v3.9.0	17.474071322158963	7.748631698691732	26.05349336877164	27.279320729392285	21.444482880985387	16575662
SRZ187240	S0037	GEOTRACES	GA02	PE321	33	6/26/2010	2010	6	12:25:00	200.0	ocean_biome	ocean	water	Atlantic Ocean	13.1623 N 53.4215 W	13.1623	-53.4215	636569	PRJNA385854	SRP110813	SAMN07136517	SRR5788193	31022342	10105442400	SRZ187240	metaSPAdes v3.9.0	18.360898166494426	5.8687867500908695	28.50505854912644	26.289223707471123	20.976032826817146	27547721
SRZ187241	S0039	GEOTRACES	GA02	PE321	35	6/28/2010	2010	6	14:16:00	9.0	ocean_biome	ocean	water	Atlantic Ocean	9.5462 N 50.4686 W	9.5462	-50.4686	634616	PRJNA385854	SRP110813	SAMN07136518	SRR5788192	24251010	8086671900	SRZ187241	metaSPAdes v3.9.0	14.239230096456614	10.426523000390336	26.09363032416376	23.235028077270194	26.005588501719103	13765049
SRZ187242	S0040	GEOTRACES	GA02	PE321	35	6/28/2010	2010	6	14:16:00	72.0	ocean_biome	ocean	water	Atlantic Ocean	9.5462 N 50.4686 W	9.5462	-50.4686	634607	PRJNA385854	SRP110813	SAMN07136519	SRR5788195	23859224	7892629500	SRZ187242	metaSPAdes v3.9.0	12.27077091397354	9.75367527593936	27.707219068608136	26.33509914768826	23.933235593790695	12620617
SRZ187243	S0041	GEOTRACES	GA02	PE321	35	6/28/2010	2010	6	14:16:00	100.0	ocean_biome	ocean	water	Atlantic Ocean	9.5462 N 50.4686 W	9.5462	-50.4686	634604	PRJNA385854	SRP110813	SAMN07136520	SRR5788194	27667729	8735235300	SRZ187243	metaSPAdes v3.9.0	11.222896912574209	5.322972052859371	29.283874590901842	38.28533319643734	15.884923247227235	23823439
SRZ187244	S0042	GEOTRACES	GA02	PE321	35	6/28/2010	2010	6	14:16:00	151.0	ocean_biome	ocean	water	Atlantic Ocean	9.5462 N 50.4686 W	9.5462	-50.4686	634601	PRJNA385854	SRP110813	SAMN07136521	SRR5788201	18930181	6018590700	SRZ187244	metaSPAdes v3.9.0	14.760725281123182	5.912942994544842	21.826391367886597	25.792618557963323	31.70732179848206	18065657
